LAMMPS (22 Jul 2025 - Update 3)
Reading data file ...
  orthogonal box = (0 0 0) to (40 40 40)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  500 atoms
  read_data CPU = 0.001 seconds
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 7.9059763
  ghost atom cutoff = 7.9059763
  binsize = 3.9529882, bins = 11 11 11
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cubic, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.0001
Per MPI rank memory allocation (min/avg/max) = 3.08 | 3.08 | 3.08 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     68000   427.47469     -5.7716591      0              21.800806      588.60844    
     68200   426.24119     -5.6920974      0              21.800805      601.22466    
     68400   422.32623     -5.4395793      0              21.800805      630.70588    
     68600   417.33092     -5.1173776      0              21.800806      666.68574    
     68800   415.15941     -4.9773138      0              21.800806      684.92191    
     69000   414.70753     -4.948167       0              21.800806      690.97375    
     69200   415.84269     -5.0213859      0              21.800806      685.92272    
     69400   417.42641     -5.1235371      0              21.800806      677.47629    
     69600   418.77357     -5.2104303      0              21.800805      669.7411     
     69800   418.79217     -5.2116296      0              21.800805      669.59495    
     70000   417.80581     -5.1480081      0              21.800806      674.69803    
     70200   420.85475     -5.3446679      0              21.800806      654.97278    
     70400   425.29688     -5.6311889      0              21.800805      626.16949    
     70600   425.63228     -5.6528221      0              21.800806      622.26186    
     70800   424.28148     -5.5656947      0              21.800806      629.62289    
     71000   422.49528     -5.450483       0              21.800806      639.94289    
     71200   420.46085     -5.3192604      0              21.800806      650.9872     
     71400   419.6216      -5.2651283      0              21.800806      654.30234    
     71600   420.16196     -5.2999823      0              21.800806      648.61025    
     71800   421.76565     -5.4034215      0              21.800806      636.3045     
     72000   422.94755     -5.4796551      0              21.800806      626.51097    
     72200   423.47623     -5.5137554      0              21.800806      621.29365    
     72400   423.40377     -5.509082       0              21.800805      620.45672    
     72600   421.51727     -5.387401       0              21.800805      631.45676    
     72800   418.36652     -5.1841747      0              21.800806      650.59133    
     73000   416.65562     -5.0738198      0              21.800806      660.73426    
     73200   417.67517     -5.1395821      0              21.800806      652.46774    
     73400   421.37931     -5.3785018      0              21.800806      626.09852    
     73600   425.5165      -5.6453542      0              21.800806      596.87544    
     73800   428.01966     -5.8068104      0              21.800806      577.89582    
     74000   429.75227     -5.9185646      0              21.800806      565.45928    
     74200   430.97109     -5.9971797      0              21.800805      558.36165    
     74400   429.4098      -5.8964753      0              21.800805      570.58114    
     74600   425.05484     -5.6155766      0              21.800806      601.77686    
     74800   421.8676      -5.4099971      0              21.800806      626.69846    
     75000   421.00227     -5.3541826      0              21.800806      637.30524    
     75200   420.78494     -5.3401646      0              21.800806      642.78127    
     75400   421.72457     -5.4007719      0              21.800806      641.07259    
     75600   422.67458     -5.4620483      0              21.800806      639.30252    
     75800   422.1419      -5.4276898      0              21.800805      647.08169    
     76000   418.97749     -5.2235831      0              21.800805      671.05603    
     76200   415.06333     -4.9711161      0              21.800806      698.67718    
     76400   414.67677     -4.9461831      0              21.800806      703.90499    
     76600   416.67552     -5.0751038      0              21.800806      692.52081    
     76800   420.11502     -5.2969542      0              21.800806      670.69001    
     77000   424.66552     -5.5904662      0              21.800805      642.64247    
     77200   425.79574     -5.6633659      0              21.800805      635.72585    
     77400   424.17864     -5.5590613      0              21.800806      646.36638    
     77600   422.9278      -5.4783809      0              21.800806      655.26375    
     77800   422.52944     -5.4526866      0              21.800806      658.56468    
     78000   422.6305      -5.4592047      0              21.800806      658.80278    
     78200   422.96653     -5.4808793      0              21.800806      657.56568    
     78400   423.39158     -5.5082955      0              21.800805      656.15191    
     78600   422.9292      -5.4784718      0              21.800805      660.83346    
     78800   421.05045     -5.3572907      0              21.800806      674.54412    
     79000   418.32447     -5.1814626      0              21.800806      693.57326    
     79200   415.41615     -4.9938735      0              21.800806      712.25505    
     79400   415.81248     -5.0194365      0              21.800806      708.35389    
     79600   420.3455      -5.3118208      0              21.800805      677.46968    
     79800   424.37853     -5.5719543      0              21.800805      648.47373    
     80000   426.15788     -5.6867242      0              21.800806      633.15962    
     80200   426.61213     -5.7160234      0              21.800805      626.71887    
     80400   424.96805     -5.6099787      0              21.800805      634.44029    
     80600   421.50062     -5.3863269      0              21.800806      654.12998    
     80800   419.13324     -5.2336287      0              21.800806      667.28327    
     81000   418.58143     -5.1980369      0              21.800806      669.15943    
     81200   418.47515     -5.1911817      0              21.800805      667.31273    
     81400   417.51244     -5.1290856      0              21.800806      669.54606    
     81600   418.40481     -5.1866443      0              21.800806      659.23215    
     81800   421.80698     -5.4060873      0              21.800806      633.05983    
     82000   425.51008     -5.6449405      0              21.800806      605.17252    
     82200   427.98522     -5.8045886      0              21.800805      586.01641    
     82400   428.25633     -5.8220755      0              21.800805      581.97981    
     82600   425.99657     -5.6763194      0              21.800805      595.06551    
     82800   423.11688     -5.4905764      0              21.800806      612.75127    
     83000   423.38675     -5.5079834      0              21.800806      612.21684    
     83200   425.0364      -5.6143882      0              21.800805      603.0383     
     83400   423.72553     -5.5298351      0              21.800806      610.79368    
     83600   422.66722     -5.4615728      0              21.800806      617.38001    
     83800   424.04138     -5.5502081      0              21.800805      609.81427    
     84000   424.19143     -5.5598864      0              21.800805      609.64704    
