 Start File for LAMMPS

 1415 atoms

 1 atom types
 
  -0.0 200.0 xlo xhi
  -0.0 200.0 ylo yhi
  -0.0 200.0 zlo zhi
  
 Masses

 1  26.981539
 
 Atoms

1	1	100	100	100
2	1	98.05	98.05	100
3	1	98.05	100	98.05
4	1	98.05	100	101.95
5	1	98.05	101.95	100
6	1	100	98.05	98.05
7	1	100	98.05	101.95
8	1	100	101.95	98.05
9	1	100	101.95	101.95
10	1	101.95	98.05	100
11	1	101.95	100	98.05
12	1	101.95	100	101.95
13	1	101.95	101.95	100
14	1	96.1	100	100
15	1	100	96.1	100
16	1	100	100	96.1
17	1	100	100	103.9
18	1	100	103.9	100
19	1	103.9	100	100
20	1	96.1	98.05	98.05
21	1	96.1	98.05	101.95
22	1	96.1	101.95	98.05
23	1	96.1	101.95	101.95
24	1	98.05	96.1	98.05
25	1	98.05	96.1	101.95
26	1	98.05	98.05	96.1
27	1	98.05	98.05	103.9
28	1	98.05	101.95	96.1
29	1	98.05	101.95	103.9
30	1	98.05	103.9	98.05
31	1	98.05	103.9	101.95
32	1	101.95	96.1	98.05
33	1	101.95	96.1	101.95
34	1	101.95	98.05	96.1
35	1	101.95	98.05	103.9
36	1	101.95	101.95	96.1
37	1	101.95	101.95	103.9
38	1	101.95	103.9	98.05
39	1	101.95	103.9	101.95
40	1	103.9	98.05	98.05
41	1	103.9	98.05	101.95
42	1	103.9	101.95	98.05
43	1	103.9	101.95	101.95
44	1	96.1	96.1	100
45	1	96.1	100	96.1
46	1	96.1	100	103.9
47	1	96.1	103.9	100
48	1	100	96.1	96.1
49	1	100	96.1	103.9
50	1	100	103.9	96.1
51	1	100	103.9	103.9
52	1	103.9	96.1	100
53	1	103.9	100	96.1
54	1	103.9	100	103.9
55	1	103.9	103.9	100
56	1	94.15	98.05	100
57	1	94.15	100	98.05
58	1	94.15	100	101.95
59	1	94.15	101.95	100
60	1	98.05	94.15	100
61	1	98.05	100	94.15
62	1	98.05	100	105.85
63	1	98.05	105.85	100
64	1	100	94.15	98.05
65	1	100	94.15	101.95
66	1	100	98.05	94.15
67	1	100	98.05	105.85
68	1	100	101.95	94.15
69	1	100	101.95	105.85
70	1	100	105.85	98.05
71	1	100	105.85	101.95
72	1	101.95	94.15	100
73	1	101.95	100	94.15
74	1	101.95	100	105.85
75	1	101.95	105.85	100
76	1	105.85	98.05	100
77	1	105.85	100	98.05
78	1	105.85	100	101.95
79	1	105.85	101.95	100
80	1	96.1	96.1	96.1
81	1	96.1	96.1	103.9
82	1	96.1	103.9	96.1
83	1	96.1	103.9	103.9
84	1	103.9	96.1	96.1
85	1	103.9	96.1	103.9
86	1	103.9	103.9	96.1
87	1	103.9	103.9	103.9
88	1	94.15	96.1	98.05
89	1	94.15	96.1	101.95
90	1	94.15	98.05	96.1
91	1	94.15	98.05	103.9
92	1	94.15	101.95	96.1
93	1	94.15	101.95	103.9
94	1	94.15	103.9	98.05
95	1	94.15	103.9	101.95
96	1	96.1	94.15	98.05
97	1	96.1	94.15	101.95
98	1	96.1	98.05	94.15
99	1	96.1	98.05	105.85
100	1	96.1	101.95	94.15
101	1	96.1	101.95	105.85
102	1	96.1	105.85	98.05
103	1	96.1	105.85	101.95
104	1	98.05	94.15	96.1
105	1	98.05	94.15	103.9
106	1	98.05	96.1	94.15
107	1	98.05	96.1	105.85
108	1	98.05	103.9	94.15
